iter	MultiClass
1514	0.7116384577
1515	0.7116318352
1516	0.7116262114
1517	0.7116217964
1518	0.7116175917
1519	0.7116147009
1520	0.7116118101
1521	0.7116047146
1522	0.711597041
1523	0.71158737
1524	0.7115799592
1525	0.7115715497
1526	0.7115677128
1527	0.7115555716
1528	0.7115515771
1529	0.7115470045
1530	0.7115440086
1531	0.7115347581
1532	0.7115307111
1533	0.7115254026
1534	0.7115174661
1535	0.7115135242
1536	0.7115107911
1537	0.7115044839
1538	0.7115025918
1539	0.7114978615
1540	0.7114902404
1541	0.7114825667
1542	0.7114794657
1543	0.7114743149
1544	0.7114714767
1545	0.7114691641
1546	0.7114612802
1547	0.7114541846
1548	0.7114470891
1549	0.711439468
1550	0.7114334763
1551	0.7114282203
1552	0.7114235951
1553	0.7114197583
1554	0.7114132409
1555	0.7114102976
1556	0.7114056724
1557	0.7114007844
1558	0.7113959489
1559	0.7113931107
1560	0.7113855421
